127 1.0000001 463dddb9-119d-4772-ba21-b407bbd9aca9.dat
152 0 a8044cba-dd12-488b-847a-498a5dd031c6.dat
152 0.1 cd8ef161-e22f-4a5b-869f-8738ab457b2c.dat
152 0.2 36756075-1b5f-4bc0-be4f-61ca717d269b.dat
152 0.3 01bb17e5-e3c9-451b-a781-60f8cc30b1cd.dat
152 0.4 97ee988a-e4f1-451c-994e-57d04c6dd1bd.dat
152 0.5 6bd799ec-e725-421a-8a2f-5767cf9dfdd3.dat
152 0.6 88f7e5b6-164b-4882-b543-7e5b64866529.dat
152 0.70000005 9ff8bd9b-07a4-412a-bd17-a7ac7357a5bc.dat
152 0.8000001 a54e0261-fc79-42fa-9e0c-928d854c1b92.dat
152 0.9000001 c1266a6c-8c60-40a6-98a5-3e135a02fabb.dat
152 1.0000001 88355d28-1931-4f84-b1fb-f129562de58e.dat
177 0 6b29e54c-3041-4b18-86b8-a0f76907fbd1.dat
177 0.1 ae21a8be-7d12-42c8-bb85-e4bccfeadf54.dat
177 0.2 c838aa06-4b74-4b0a-8f8e-2704ec299393.dat
177 0.3 f0e1f613-8a10-4c1f-91f9-981f12cb2d73.dat
177 0.4 6825dafe-985d-438c-9120-c722d3a1c696.dat
177 0.5 426a5bbb-d6a6-4187-9dfe-4c321dc5857a.dat
177 0.6 2f62ccb8-872f-4fb2-be4b-a1ee343d608a.dat
177 0.70000005 2738de6c-fac1-4492-a116-c1cfeb2cabfd.dat
177 0.8000001 3aa39471-83af-40b9-a873-4d8dfd56b8ba.dat
177 0.9000001 d40a4742-976a-4e1f-97a5-3192063c7929.dat
177 1.0000001 a282f94e-cc1e-4453-a195-3d49246cccac.dat
202 0 e8e20a43-230c-4222-9fa0-10c216a853d6.dat
202 0.1 d84d4501-62a7-4d99-9794-4dc494fb629a.dat
202 0.2 d3413b4d-7ed6-44af-8162-2dda84a57c08.dat
202 0.3 f02ad373-6162-4870-9302-46eed758c6fd.dat
202 0.4 215d4ee1-185c-41b2-aa66-9a1b44c3c8d1.dat
202 0.5 3948bdb3-976b-42b9-ae13-32d66ebc2bc6.dat
202 0.6 b300446e-7cef-4ec7-9648-19d5db5a740c.dat
202 0.70000005 0dffe777-fc4c-4d91-b88f-3aa4871c55f1.dat
202 0.8000001 e1202740-b34e-4b6a-9cd3-828b5f578392.dat
202 0.9000001 878074f2-3b45-483d-b2eb-66a5408719d1.dat
202 1.0000001 b214b2f9-f81f-4c90-909c-a8f691f1cffd.dat
227 0 2fa05219-8c75-42a7-81a9-9533dfd3eb19.dat
227 0.1 df074b55-f2e0-4f01-a075-ee806711e85c.dat
227 0.2 eb2842c7-29a5-48b1-81c6-49171e3c2766.dat
227 0.3 1383888b-1344-4b72-bda7-0540abd3664b.dat
227 0.4 fba8fd7b-0da9-405b-9b96-a7aa3e875f29.dat
227 0.5 3ccf385e-91dc-43f3-ab31-04c6c261bd75.dat
227 0.6 2a4a9bc2-0aad-42c8-9c55-4fd1a8605d27.dat
227 0.70000005 95f78b46-47b9-45b2-a6b9-edb2eb6de433.dat
227 0.8000001 43f6ba7d-baaa-424c-857e-0fb10687b9a9.dat
227 0.9000001 f9d59071-8cea-42dd-b611-9980d1390cfe.dat
227 1.0000001 6d0ef976-44f2-4d3b-b0ae-6d683f3b256f.dat
252 0 c64b7440-7b97-4808-80d1-ecbd9a7b3a61.dat
252 0.1 a458e7f6-ee64-43aa-ad44-27c468a04b94.dat
252 0.2 4ea03b5b-55f3-48dc-8526-2db88475929a.dat
252 0.3 1654dc92-e753-4e24-a6ec-dd46b04ea94c.dat
252 0.4 94c5990c-ac5e-4b02-81c4-737d44e84f27.dat
252 0.5 3b323673-fabb-41af-a5ca-40a30cc9c3e8.dat
252 0.6 4f12ca82-90ff-4eda-85e4-c4490a7586aa.dat
252 0.70000005 06fb68de-9fda-460b-a38a-fb2a87cd43da.dat
252 0.8000001 ca19d07e-655b-45b6-9e62-7be40456d16b.dat
252 0.9000001 89f00e26-d0b5-4a3a-9189-968ace79d60c.dat
252 1.0000001 b4cb2a12-89dd-4cd8-be1b-9b1a68966e06.dat
277 0 3c27327c-644e-4163-937a-104378176db2.dat
277 0.1 bde1dbc1-5af4-4e2b-a230-7a978dd41193.dat
277 0.2 e7d74a2e-1763-441e-9e56-2dda9a4ae9f0.dat
277 0.3 5aaa0156-8944-473c-b43e-c050e094c2a0.dat
277 0.4 696e4525-9e3b-4a07-8586-9fdbd9e24248.dat
277 0.5 bbefec95-88db-454b-ad86-849ca99f07d3.dat
277 0.6 2a8316f8-cb15-4fe9-879c-42602618925a.dat
277 0.70000005 53cade66-dce3-4070-bf3f-79b48ee1a904.dat
277 0.8000001 12ae6f58-4e64-4aa3-8948-8785f8623486.dat
277 0.9000001 ce731d0d-18e9-4afd-884e-45833fc2c8cc.dat
277 1.0000001 5af44200-52d0-4fa9-ad55-1892f732cc74.dat
